modo_envio,segmento,pais,cidade,estado,cep,regiao,categoria,subcategoria,vendas,quantidade,desconto,lucro,margem
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Eletrodomésticos,168.1,5,0.0,43.706,0.26
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Armazenamento,51.968,2,0.2,-10.3936,-0.19999999999999998
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Arte,4.768,2,0.2,0.4768,0.1
First Class,Corporate,United States,Hempstead,New York,11550,East,Material de Escritório,Envelopes,7.98,3,0.0,3.9102,0.49
First Class,Consumer,United States,Greeley,Colorado,80634,West,Material de Escritório,Envelopes,18.688,2,0.2,7.008,0.375
First Class,Consumer,United States,Greeley,Colorado,80634,West,Móveis,Decoração,11.664,3,0.2,3.3534,0.28750000000000003
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Tecnologia,Acessórios,191.976,3,0.2,38.3952,0.2
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Tecnologia,Celulares,499.168,4,0.2,31.198,0.0625
First Class,Corporate,United States,Arlington,Virginia,22204,South,Material de Escritório,Fichários,11.88,2,0.0,5.346,0.44999999999999996
First Class,Corporate,United States,Arlington,Virginia,22204,South,Material de Escritório,Papel,35.44,1,0.0,16.6568,0.47000000000000003
Standard Class,Home Office,United States,San Francisco,California,94122,West,Material de Escritório,Fichários,67.136,4,0.2,25.176,0.375
Standard Class,Corporate,United States,Fresno,California,93727,West,Material de Escritório,Fichários,4.32,3,0.2,1.512,0.35
Standard Class,Corporate,United States,Fresno,California,93727,West,Material de Escritório,Papel,14.94,3,0.0,7.0218,0.47000000000000003
Standard Class,Corporate,United States,Fresno,California,93727,West,Material de Escritório,Eletrodomésticos,40.54,2,0.0,11.3512,0.28
Standard Class,Corporate,United States,Fresno,California,93727,West,Material de Escritório,Fichários,7.312,1,0.2,2.5592,0.35000000000000003
Same Day,Home Office,United States,Reno,Nevada,89502,West,Tecnologia,Celulares,475.944,7,0.2,59.493,0.125
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Tecnologia,Acessórios,30.08,2,0.2,-5.264,-0.17500000000000002
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Tecnologia,Acessórios,165.6,3,0.2,-6.21,-0.0375
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Tecnologia,Celulares,180.96,5,0.2,13.572,0.075
Standard Class,Consumer,United States,New Bedford,Massachusetts,2740,East,Tecnologia,Acessórios,23.18,2,0.0,7.6494,0.33
Standard Class,Consumer,United States,New York City,New York,10035,East,Móveis,Decoração,56.96,2,0.0,21.0752,0.37
Standard Class,Consumer,United States,New York City,New York,10035,East,Material de Escritório,Eletrodomésticos,15.56,4,0.0,4.0456,0.26
Standard Class,Consumer,United States,New York City,New York,10035,East,Móveis,Estantes,353.568,2,0.2,-44.196,-0.125
Standard Class,Consumer,United States,New York City,New York,10035,East,Móveis,Decoração,13.96,2,0.0,6.7008,0.48
Second Class,Consumer,United States,Oxnard,California,93030,West,Tecnologia,Acessórios,82.95,5,0.0,29.0325,0.35
Second Class,Corporate,United States,Los Angeles,California,90036,West,Material de Escritório,Arte,39.68,2,0.0,10.3168,0.26
Standard Class,Consumer,United States,Oakland,California,94601,West,Tecnologia,Acessórios,479.97,3,0.0,177.5889,0.37
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Material de Escritório,Etiquetas,7.38,2,0.0,3.4686,0.47
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Material de Escritório,Fichários,14.256,3,0.2,4.455,0.3125
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Material de Escritório,Papel,81.98,2,0.0,40.1702,0.49
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Material de Escritório,Fichários,39.624,3,0.2,13.8684,0.35
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Móveis,Mesas,399.672,7,0.2,-14.9877,-0.0375
Second Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Armazenamento,65.12,4,0.0,16.9312,0.26
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Móveis,Decoração,30.56,5,0.6,-19.864,-0.65
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Material de Escritório,Eletrodomésticos,20.768,2,0.2,2.3364,0.11249999999999999
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Material de Escritório,Armazenamento,39.808,4,0.2,3.9808,0.09999999999999999
Standard Class,Consumer,United States,Miami,Florida,33178,South,Material de Escritório,Fichários,121.104,6,0.7,-100.92,-0.8333333333333334
Standard Class,Consumer,United States,Miami,Florida,33178,South,Tecnologia,Acessórios,111.96,5,0.2,-1.3995,-0.0125
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Material de Escritório,Papel,15.696,3,0.2,5.1012,0.325
Standard Class,Corporate,United States,New York City,New York,10011,East,Material de Escritório,Armazenamento,70.26,3,0.0,18.9702,0.26999999999999996
Standard Class,Corporate,United States,New York City,New York,10011,East,Tecnologia,Acessórios,90.0,5,0.0,16.2,0.18
Standard Class,Corporate,United States,New York City,New York,10011,East,Material de Escritório,Fichários,6.096,2,0.2,2.0574,0.33749999999999997
Standard Class,Corporate,United States,New York City,New York,10011,East,Móveis,Mesas,481.176,2,0.4,-120.294,-0.25
Standard Class,Corporate,United States,New York City,New York,10011,East,Material de Escritório,Fixadores,7.24,4,0.0,2.3892,0.33
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Móveis,Estantes,177.45,5,0.5,-78.078,-0.44000000000000006
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Material de Escritório,Fichários,1369.764,6,0.7,-913.176,-0.6666666666666667
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Material de Escritório,Eletrodomésticos,9.48,3,0.2,0.711,0.075
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Móveis,Estantes,130.98,2,0.5,-89.0664,-0.68
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Material de Escritório,Arte,174.95,5,0.0,45.487,0.26
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Material de Escritório,Armazenamento,826.0,5,0.0,214.76,0.26
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Móveis,Decoração,139.58,7,0.0,39.0824,0.27999999999999997
First Class,Home Office,United States,Kenosha,Wisconsin,53142,Central,Tecnologia,Acessórios,399.95,5,0.0,143.982,0.36
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Material de Escritório,Fichários,12.39,3,0.0,5.8233,0.47
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Material de Escritório,Fichários,760.98,5,0.8,-1141.47,-1.5
Same Day,Consumer,United States,Peoria,Arizona,85345,West,Material de Escritório,Fichários,67.86,6,0.7,-45.24,-0.6666666666666667
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Material de Escritório,Fixadores,31.504,11,0.2,11.814,0.375
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Material de Escritório,Etiquetas,5.04,1,0.2,1.638,0.32499999999999996
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Material de Escritório,Fichários,39.879,7,0.7,-29.2446,-0.7333333333333333
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Móveis,Decoração,4.712,1,0.2,1.4136,0.3
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Móveis,Cadeiras,194.352,3,0.2,19.4352,0.09999999999999999
First Class,Corporate,United States,Nashville,Tennessee,37211,South,Móveis,Cadeiras,97.424,2,0.2,10.9602,0.1125
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Material de Escritório,Armazenamento,704.76,5,0.2,26.4285,0.0375
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Material de Escritório,Fichários,27.396,3,0.7,-20.0904,-0.7333333333333333
Same Day,Consumer,United States,Seattle,Washington,98103,West,Material de Escritório,Fixadores,5.7,5,0.0,2.679,0.47
Same Day,Consumer,United States,Seattle,Washington,98103,West,Móveis,Decoração,14.19,3,0.0,5.5341,0.38999999999999996
Same Day,Consumer,United States,Seattle,Washington,98103,West,Material de Escritório,Suprimentos,7.3,2,0.0,2.19,0.3
Same Day,Consumer,United States,Seattle,Washington,98103,West,Tecnologia,Acessórios,199.98,2,0.0,75.9924,0.38000000000000006
Same Day,Consumer,United States,Seattle,Washington,98103,West,Tecnologia,Acessórios,144.96,4,0.0,60.8832,0.42
Same Day,Consumer,United States,Seattle,Washington,98103,West,Tecnologia,Acessórios,118.0,2,0.0,20.06,0.16999999999999998
Same Day,Consumer,United States,Seattle,Washington,98103,West,Material de Escritório,Papel,48.94,1,0.0,24.47,0.5
Same Day,Consumer,United States,Seattle,Washington,98103,West,Material de Escritório,Eletrodomésticos,22.66,2,0.0,9.7438,0.43
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Material de Escritório,Fichários,0.836,1,0.8,-1.3376,-1.5999999999999999
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Material de Escritório,Papel,30.96,6,0.2,11.223,0.3625
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Móveis,Estantes,723.92,5,0.2,-81.441,-0.11250000000000002
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Móveis,Decoração,21.968,4,0.6,-15.9268,-0.725
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Tecnologia,Celulares,619.152,6,0.2,69.6546,0.11249999999999999
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Material de Escritório,Papel,127.904,7,0.2,41.5688,0.325
Second Class,Consumer,United States,Lakewood,California,90712,West,Móveis,Decoração,94.2,5,0.0,39.564,0.42
First Class,Home Office,United States,San Francisco,California,94122,West,Material de Escritório,Suprimentos,49.5,5,0.0,13.365,0.27
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Arte,16.52,5,0.2,1.652,0.09999999999999999
Second Class,Home Office,United States,Seattle,Washington,98115,West,Material de Escritório,Fichários,55.36,4,0.2,19.376,0.35000000000000003
Second Class,Home Office,United States,Seattle,Washington,98115,West,Tecnologia,Máquinas,11.56,1,0.2,3.757,0.325
Second Class,Consumer,United States,Los Angeles,California,90036,West,Material de Escritório,Papel,17.12,4,0.0,7.704,0.44999999999999996
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Móveis,Decoração,182.352,3,0.2,-18.2352,-0.09999999999999999
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Material de Escritório,Armazenamento,118.16,2,0.2,-25.109,-0.21250000000000002
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Material de Escritório,Fixadores,18.368,2,0.2,6.1992,0.3375
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Móveis,Cadeiras,600.558,3,0.3,-8.5794,-0.014285714285714285
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Material de Escritório,Armazenamento,50.352,3,0.2,-8.1822,-0.1625
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Material de Escritório,Arte,28.032,6,0.2,3.504,0.125
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Móveis,Decoração,7.692,1,0.6,-3.6537,-0.47500000000000003
First Class,Consumer,United States,Mansfield,Texas,76063,Central,Móveis,Mesas,517.405,5,0.3,-81.3065,-0.15714285714285714
Second Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Fichários,8.608,8,0.8,-13.3424,-1.5499999999999998
Second Class,Home Office,United States,Houston,Texas,77070,Central,Tecnologia,Acessórios,159.56,5,0.2,33.9065,0.2125
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Material de Escritório,Eletrodomésticos,2104.55,7,0.0,694.5015,0.32999999999999996
Second Class,Corporate,United States,Richmond,Virginia,23223,South,Material de Escritório,Suprimentos,40.7,5,0.0,11.803,0.29
Standard Class,Home Office,United States,Arlington,Virginia,22204,South,Tecnologia,Acessórios,47.79,3,0.0,16.2486,0.34
Standard Class,Consumer,United States,San Francisco,California,94122,West,Material de Escritório,Arte,5.16,2,0.0,1.3416,0.25999999999999995
Standard Class,Home Office,United States,San Diego,California,92024,West,Tecnologia,Acessórios,21.21,7,0.0,4.4541,0.21000000000000002
Second Class,Corporate,United States,Watertown,New York,13601,East,Material de Escritório,Armazenamento,96.36,6,0.0,25.0536,0.26
Same Day,Corporate,United States,Los Angeles,California,90036,West,Material de Escritório,Suprimentos,231.72,2,0.0,11.586,0.05
Same Day,Corporate,United States,Los Angeles,California,90036,West,Material de Escritório,Fixadores,17.9,5,0.0,8.95,0.5
Same Day,Corporate,United States,Los Angeles,California,90036,West,Material de Escritório,Papel,12.48,2,0.0,5.616,0.44999999999999996
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Arte,8.016,3,0.2,1.1022,0.1375
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Tecnologia,Celulares,259.896,2,0.4,-56.3108,-0.21666666666666665
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Tecnologia,Celulares,247.188,2,0.4,-49.4376,-0.2
Standard Class,Corporate,United States,Akron,Ohio,44312,East,Tecnologia,Acessórios,279.96,5,0.2,48.993,0.17500000000000002
Standard Class,Home Office,United States,San Francisco,California,94110,West,Tecnologia,Acessórios,450.0,5,0.0,162.0,0.36
Second Class,Home Office,United States,Grand Rapids,Michigan,49505,Central,Material de Escritório,Papel,19.44,3,0.0,9.5256,0.49
Second Class,Home Office,United States,San Francisco,California,94109,West,Móveis,Mesas,300.904,1,0.2,11.2839,0.0375
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Tecnologia,Celulares,239.976,3,0.2,26.9973,0.1125
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Móveis,Decoração,31.168,4,0.2,9.3504,0.30000000000000004
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Móveis,Mesas,120.96,2,0.4,-28.224,-0.23333333333333334
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Tecnologia,Celulares,2239.936,8,0.2,223.9936,0.09999999999999999
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Material de Escritório,Eletrodomésticos,76.608,8,0.2,6.7032,0.0875
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Material de Escritório,Armazenamento,142.776,1,0.2,17.847,0.125
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Material de Escritório,Papel,91.36,5,0.2,29.692,0.325
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Eletrodomésticos,3.552,2,0.2,0.444,0.125
First Class,Consumer,United States,Houston,Texas,77041,Central,Tecnologia,Celulares,115.136,8,0.2,11.5136,0.1
Standard Class,Home Office,United States,Reno,Nevada,89502,West,Material de Escritório,Fixadores,4.71,1,0.0,0.0,0.0
Standard Class,Home Office,United States,New York City,New York,10009,East,Móveis,Cadeiras,172.764,2,0.1,13.4372,0.07777777777777778
Standard Class,Home Office,United States,New York City,New York,10009,East,Material de Escritório,Arte,3.52,2,0.0,1.6896,0.48
First Class,Corporate,United States,Los Angeles,California,90008,West,Tecnologia,Celulares,79.968,4,0.2,-17.9928,-0.22499999999999998
First Class,Corporate,United States,Los Angeles,California,90008,West,Móveis,Estantes,305.9745,3,0.15,25.1979,0.0823529411764706
First Class,Corporate,United States,Los Angeles,California,90008,West,Material de Escritório,Armazenamento,344.91,3,0.0,10.3473,0.03
Standard Class,Consumer,United States,San Diego,California,92037,West,Móveis,Mesas,626.352,3,0.2,-23.4882,-0.0375
Standard Class,Consumer,United States,San Francisco,California,94110,West,Móveis,Estantes,359.499,3,0.15,-29.6058,-0.08235294117647057
Standard Class,Corporate,United States,San Diego,California,92105,West,Tecnologia,Celulares,71.952,6,0.2,5.3964,0.075
Standard Class,Corporate,United States,San Diego,California,92105,West,Material de Escritório,Fichários,29.8,5,0.2,9.3125,0.3125
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Material de Escritório,Fichários,1.824,1,0.7,-1.3984,-0.7666666666666667
Second Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Eletrodomésticos,64.384,4,0.8,-160.96,-2.5
Second Class,Home Office,United States,Houston,Texas,77070,Central,Móveis,Decoração,6.984,2,0.6,-4.5396,-0.65
Second Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Arte,11.264,8,0.2,3.9424,0.35000000000000003
Second Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Papel,15.552,3,0.2,5.6376,0.3625
Second Class,Home Office,United States,Houston,Texas,77070,Central,Móveis,Cadeiras,379.372,2,0.3,-119.2312,-0.3142857142857143
Second Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Armazenamento,67.536,9,0.2,6.7536,0.09999999999999999
Second Class,Home Office,United States,Houston,Texas,77070,Central,Material de Escritório,Fichários,1.524,2,0.8,-2.667,-1.7499999999999998
Second Class,Home Office,United States,Miami,Florida,33178,South,Material de Escritório,Papel,37.408,7,0.2,13.0928,0.35
Second Class,Home Office,United States,Miami,Florida,33178,South,Material de Escritório,Papel,25.344,6,0.2,8.8704,0.35
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Material de Escritório,Arte,46.2,4,0.0,21.252,0.45999999999999996
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Tecnologia,Acessórios,4.728,3,0.2,0.7092,0.15000000000000002
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Móveis,Decoração,53.352,3,0.2,16.0056,0.30000000000000004
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Móveis,Estantes,131.104,2,0.2,8.194,0.0625
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Material de Escritório,Armazenamento,22.512,3,0.2,2.2512,0.09999999999999999
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Tecnologia,Acessórios,72.744,7,0.2,-12.7302,-0.175
Standard Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Material de Escritório,Suprimentos,52.59,3,0.0,15.777,0.3
Second Class,Corporate,United States,Seattle,Washington,98105,West,Material de Escritório,Papel,19.44,3,0.0,9.3312,0.48000000000000004
Second Class,Corporate,United States,Seattle,Washington,98105,West,Móveis,Decoração,126.3,3,0.0,40.416,0.32
Second Class,Corporate,United States,Seattle,Washington,98105,West,Tecnologia,Acessórios,1287.45,5,0.0,244.6155,0.19
Second Class,Corporate,United States,New York City,New York,10024,East,Material de Escritório,Armazenamento,64.96,4,0.0,9.744,0.15000000000000002
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Material de Escritório,Armazenamento,535.41,3,0.0,160.623,0.3
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Material de Escritório,Fichários,8.1,5,0.7,-5.94,-0.7333333333333334
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Material de Escritório,Arte,13.248,4,0.2,3.6432,0.275
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Tecnologia,Celulares,83.988,2,0.4,-20.997,-0.25
First Class,Consumer,United States,Lafayette,Louisiana,70506,South,Material de Escritório,Arte,73.2,5,0.0,21.228,0.29000000000000004
Same Day,Home Office,United States,Lawrence,Indiana,46226,Central,Material de Escritório,Fichários,10.74,3,0.0,5.1552,0.48
First Class,Consumer,United States,Hillsboro,Oregon,97123,West,Móveis,Decoração,11.032,1,0.2,3.0338,0.27499999999999997
First Class,Consumer,United States,Hillsboro,Oregon,97123,West,Tecnologia,Acessórios,53.04,3,0.2,-4.641,-0.08750000000000001
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Material de Escritório,Arte,17.12,4,0.0,4.9648,0.29
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Material de Escritório,Papel,59.94,3,0.0,28.1718,0.47000000000000003
Standard Class,Corporate,United States,San Diego,California,92105,West,Móveis,Decoração,210.58,2,0.0,12.6348,0.06
Standard Class,Corporate,United States,San Diego,California,92105,West,Material de Escritório,Fichários,30.96,2,0.2,10.062,0.32499999999999996
Standard Class,Corporate,United States,San Diego,California,92105,West,Tecnologia,Máquinas,239.984,2,0.2,38.9974,0.16249999999999998
First Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Fichários,3050.376,3,0.2,1143.891,0.375
First Class,Consumer,United States,New York City,New York,10009,East,Tecnologia,Celulares,133.98,2,0.0,33.495,0.25
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Material de Escritório,Papel,93.248,4,0.2,31.4712,0.33749999999999997
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Tecnologia,Celulares,177.48,3,0.2,19.9665,0.1125
First Class,Consumer,United States,Toledo,Ohio,43615,East,Material de Escritório,Etiquetas,17.712,6,0.2,5.9778,0.3375
First Class,Consumer,United States,Toledo,Ohio,43615,East,Material de Escritório,Fichários,4.86,3,0.7,-3.564,-0.7333333333333333
First Class,Consumer,United States,Toledo,Ohio,43615,East,Material de Escritório,Fichários,6.258,2,0.7,-5.215,-0.8333333333333333
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Material de Escritório,Eletrodomésticos,37.68,2,0.0,10.5504,0.27999999999999997
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Material de Escritório,Papel,51.84,8,0.0,24.8832,0.4799999999999999
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Móveis,Decoração,27.42,3,0.0,9.3228,0.34
Standard Class,Corporate,United States,Columbia,Maryland,21044,East,Material de Escritório,Fichários,5.4,3,0.0,2.592,0.48
Standard Class,Home Office,United States,Atlanta,Georgia,30318,South,Material de Escritório,Fichários,1270.99,1,0.0,635.495,0.5
Standard Class,Home Office,United States,Atlanta,Georgia,30318,South,Material de Escritório,Envelopes,125.36,8,0.0,58.9192,0.47
Standard Class,Consumer,United States,Sacramento,California,95823,West,Material de Escritório,Armazenamento,14.03,1,0.0,4.0687,0.29
Standard Class,Consumer,United States,Sacramento,California,95823,West,Material de Escritório,Suprimentos,27.96,2,0.0,7.2696,0.25999999999999995
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Material de Escritório,Arte,5.344,2,0.2,0.7348,0.13749999999999998
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Material de Escritório,Fichários,1.696,2,0.8,-2.544,-1.5
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Material de Escritório,Eletrodomésticos,24.588,3,0.8,-67.617,-2.75
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Material de Escritório,Fichários,7.98,5,0.8,-13.167,-1.65
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Tecnologia,Acessórios,288.0,4,0.2,57.6,0.2
Same Day,Home Office,United States,Louisville,Colorado,80027,West,Tecnologia,Celulares,146.952,3,0.2,9.1845,0.0625
Same Day,Home Office,United States,Louisville,Colorado,80027,West,Móveis,Cadeiras,83.136,4,0.2,5.196,0.0625
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Material de Escritório,Eletrodomésticos,942.784,4,0.2,94.2784,0.1
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Material de Escritório,Papel,74.352,3,0.2,23.235,0.3125
Standard Class,Home Office,United States,New York City,New York,10024,East,Material de Escritório,Eletrodomésticos,26.88,6,0.0,6.72,0.25
Standard Class,Home Office,United States,New York City,New York,10024,East,Material de Escritório,Fichários,10.896,2,0.2,3.8136,0.35
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Material de Escritório,Arte,3.536,2,0.2,0.3094,0.08750000000000001
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Móveis,Cadeiras,528.43,5,0.3,0.0,0.0
First Class,Corporate,United States,Huntsville,Texas,77340,Central,Material de Escritório,Papel,41.472,8,0.2,14.5152,0.35
Standard Class,Corporate,United States,New York City,New York,10024,East,Móveis,Estantes,287.976,3,0.2,7.1994,0.024999999999999998
Second Class,Consumer,United States,Salem,Oregon,97301,West,Material de Escritório,Armazenamento,29.304,3,0.2,2.5641,0.0875
First Class,Corporate,United States,Houston,Texas,77070,Central,Material de Escritório,Arte,55.328,2,0.2,6.2244,0.1125
First Class,Corporate,United States,Houston,Texas,77070,Central,Móveis,Estantes,1227.9984,6,0.32,-36.1176,-0.029411764705882356
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Material de Escritório,Fichários,20.416,4,0.2,6.6352,0.325
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Móveis,Mesas,1128.39,3,0.0,259.5297,0.22999999999999998
Standard Class,Home Office,United States,Knoxville,Tennessee,37918,South,Material de Escritório,Etiquetas,4.608,2,0.2,1.6704,0.36250000000000004
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Tecnologia,Celulares,195.96,5,0.2,19.596,0.09999999999999999
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Material de Escritório,Papel,15.552,3,0.2,5.4432,0.35000000000000003
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Tecnologia,Acessórios,271.968,4,0.2,54.3936,0.19999999999999998
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Móveis,Cadeiras,698.352,3,0.2,52.3764,0.075
Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Móveis,Estantes,77.728,2,0.2,-3.8864,-0.05
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Material de Escritório,Fichários,46.62,9,0.0,21.4452,0.46
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Tecnologia,Celulares,537.544,7,0.2,47.0351,0.08750000000000001
First Class,Corporate,United States,Los Angeles,California,90008,West,Material de Escritório,Etiquetas,14.62,2,0.0,6.8714,0.47000000000000003
First Class,Corporate,United States,Los Angeles,California,90008,West,Material de Escritório,Fixadores,22.55,5,0.0,8.7945,0.38999999999999996
First Class,Corporate,United States,Los Angeles,California,90008,West,Tecnologia,Celulares,583.8,5,0.2,72.975,0.125
First Class,Corporate,United States,Los Angeles,California,90008,West,Tecnologia,Celulares,211.168,4,0.2,15.8376,0.075
Standard Class,Consumer,United States,Orem,Utah,84057,West,Material de Escritório,Papel,12.96,2,0.0,6.2208,0.4799999999999999
Standard Class,Consumer,United States,Orem,Utah,84057,West,Material de Escritório,Arte,45.98,2,0.0,12.8744,0.28
Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Tecnologia,Celulares,1294.75,5,0.0,336.635,0.26
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tecnologia,Copiadoras,1799.97,5,0.4,239.996,0.13333333333333333
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Material de Escritório,Papel,10.688,2,0.2,3.7408,0.35
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Tecnologia,Celulares,221.98,2,0.0,62.1544,0.28
First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Móveis,Estantes,341.96,2,0.0,54.7136,0.16
First Class,Corporate,United States,New York City,New York,10035,East,Tecnologia,Acessórios,34.77,3,0.0,11.4741,0.32999999999999996
First Class,Corporate,United States,New York City,New York,10035,East,Material de Escritório,Etiquetas,18.9,3,0.0,8.694,0.4600000000000001
Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Material de Escritório,Fichários,102.72,3,0.2,37.236,0.3625
Standard Class,Corporate,United States,Utica,New York,13501,East,Móveis,Decoração,40.48,2,0.0,14.5728,0.36000000000000004
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,33.282,3,0.7,-27.735,-0.8333333333333334
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tecnologia,Celulares,118.65,5,0.4,19.775,0.16666666666666666
